tconst,title_type,primary_title,original_title,is_adult,year,runtime_minutes,genres,simple_title,average_rating,num_votes
tt27915407,tvMovie,Twas the Text Before Christmas,Twas the Text Before Christmas,0,2023,83,"Comedy,Romance",twas the text before christmas,7.1,638
tt27955385,movie,A Law for Christmas,A Law for Christmas,0,2023,,Romance,a law for christmas,1.0,269
tt27975905,tvMovie,Paris Christmas Waltz,Paris Christmas Waltz,0,2023,,"Drama,Romance",paris christmas waltz,7.2,488
tt28015185,movie,Christmas Ringer,Christmas Ringer,0,2023,,Romance,christmas ringer,7.8,37
tt28077855,tvMovie,A Royal Christmas Crush,A Royal Christmas Crush,0,2023,120,Romance,a royal christmas crush,5.5,744
tt28083244,tvMovie,Country Hearts Christmas,Country Hearts Christmas,0,2023,,Romance,country hearts christmas,5.7,98
tt28146236,movie,World's First Christmas,O Primeiro Natal do Mundo,0,2023,93,Comedy,worlds first christmas,5.2,170
tt28152535,tvMovie,Christmas on Windmill Way,Christmas on Windmill Way,0,2023,,,christmas on windmill way,5.8,359
tt28152545,tvMovie,A Dash of Christmas,Christmas Bake-Off,0,2023,83,Romance,a dash of christmas,6.7,426
tt28155419,tvMovie,Christmas on the Alpaca Farm,Christmas on the Alpaca Farm,0,2023,,Romance,christmas on the alpaca farm,5.9,104
tt2815664,tvMovie,SuicideGirls: UK Holiday,SuicideGirls: UK Holiday,0,2013,,Documentary,suicidegirls uk holiday,7.6,35
tt28188089,tvMovie,A Royal Date for Christmas,A Royal Christmas Romance,0,2023,,,a royal date for christmas,6.3,352
tt2821426,movie,Christmas in a Day,Christmas in a Day,0,2013,,Documentary,christmas in a day,7.3,60
tt28237077,tvMovie,A Merry Scottish Christmas,A Merry Scottish Christmas,0,2023,84,"Comedy,Drama,Romance",a merry scottish christmas,6.6,1679
tt28256240,movie,The Christmas Venue,The Christmas Venue,0,2023,84,"Family,Romance",the christmas venue,5.2,207
tt28287106,movie,Christmas on Cherry Lane,Christmas on Cherry Lane,0,2023,90,Family,christmas on cherry lane,6.1,944
tt28328849,tvMovie,Blessings of Christmas,Blessings of Christmas,0,2023,,"Drama,Family",blessings of christmas,6.8,351
tt2833108,video,Friendly Monsters: A Monster Christmas,Friendly Monsters: A Monster Christmas,0,1994,26,"Animation,Family,Short",friendly monsters a monster christmas,6.7,20
tt28364747,tvMovie,The Christmas Break,The Christmas Break,0,2023,99,Comedy,the christmas break,5.4,247
tt28374407,tvMovie,A Christmas for the Ages,A Christmas for the Ages,0,2023,85,"Comedy,Drama,Romance",a christmas for the ages,5.9,325
tt2838678,tvMovie,A Royal Christmas,A Royal Christmas,0,2014,90,"Comedy,Family,Romance",a royal christmas,6.5,4940
tt28406621,movie,Hank's Christmas Wish,Hank's Christmas Wish,0,2023,,Family,hanks christmas wish,5.5,35
tt28421048,tvMovie,Christmas in Scotland,Christmas in Scotland,0,2023,86,Romance,christmas in scotland,5.3,363
tt28428635,tvMovie,Just Like a Christmas Movie,Just Like a Christmas Movie,0,2023,89,Comedy,just like a christmas movie,5.5,127
tt2844004,movie,Holidays,Holidays,0,2010,84,"Documentary,History",holidays,6.8,11
tt28449295,movie,Designing Christmas with You,Mistletoe Moments,0,2023,,Romance,designing christmas with you,6.0,143
tt28502782,tvMovie,12 Dares of Christmas,12 Dares of Christmas,0,2023,88,Romance,12 dares of christmas,5.6,71
tt28503022,movie,Holiday,Holiday,0,2023,102,Thriller,holiday,6.6,23
tt28504093,tvMovie,A Christmas Blessing,A Christmas Blessing,0,2023,75,Family,a christmas blessing,4.5,51
tt28505029,tvMovie,Christmas in the Cotswolds,Christmas in the Cotswolds,0,2023,,Romance,christmas in the cotswolds,4.9,214
tt28506794,tvMovie,Jones Family Christmas,Jones Family Christmas,0,2023,97,"Comedy,Drama",jones family christmas,5.3,150
tt28546386,tvMovie,A Royal Christmas Holiday,A Royal Christmas Holiday,0,2023,,Romance,a royal christmas holiday,6.1,229
tt28546882,tvMovie,A Christmas Intern,A Christmas Intern,0,2023,,Fantasy,a christmas intern,5.4,137
tt2857720,movie,A Bulldog for Christmas,A Bulldog for Christmas,0,2013,83,"Comedy,Drama,Family",a bulldog for christmas,2.8,113
tt28651158,tvMovie,Ms. Christmas Comes to Town,Ms. Christmas Comes to Town,0,2023,84,Romance,ms christmas comes to town,6.8,693
tt28664948,movie,The Taste of Christmas,El sabor de la Navidad,0,2023,100,"Comedy,Drama",the taste of christmas,6.7,65
tt28668784,tvMovie,Merry Magic Christmas,Merry Magic Christmas,0,2023,88,Romance,merry magic christmas,5.1,270
tt28669205,tvMovie,A Vineyard Christmas,A Vineyard Christmas,0,2023,,Romance,a vineyard christmas,5.3,120
tt28711128,movie,The Christmas Pledge,The Christmas Pledge,0,2023,99,Romance,the christmas pledge,5.0,98
tt28753331,tvMovie,The Secret Gift of Christmas,The Secret Gift of Christmas,0,2023,90,Romance,the secret gift of christmas,6.3,670
tt28797022,tvMovie,A Christmas Carol: A Ghost Story,A Christmas Carol: A Ghost Story,0,2022,104,"Drama,Horror",a christmas carol a ghost story,7.0,33
tt29007820,tvMovie,Christmas at the Chalet,Christmas at the Chalet,0,2023,84,Romance,christmas at the chalet,6.5,521
tt29033964,movie,Diary of a Wimpy Kid Christmas: Cabin Fever,Diary of a Wimpy Kid Christmas: Cabin Fever,0,2023,62,"Adventure,Animation,Comedy",diary of a wimpy kid christmas cabin fever,5.9,1058
tt2907922,tvMovie,Christmas with Tucker,Christmas with Tucker,0,2013,87,"Drama,Family",christmas with tucker,6.7,727
tt29144851,tvMovie,How to Fall in Love by Christmas,How to Fall in Love by Christmas,0,2023,90,Romance,how to fall in love by christmas,6.1,322
tt29231347,tvMovie,A Heidelberg Holiday,A Heidelberg Holiday,0,2023,88,"Comedy,Drama,Family",a heidelberg holiday,6.7,841
tt29233347,tvMovie,Christmas in Notting Hill,Christmas in Notting Hill,0,2023,84,Romance,christmas in notting hill,6.3,1059
tt29233518,tvMovie,My Norwegian Holiday,My Norwegian Holiday,0,2023,80,"Comedy,Drama,Romance",my norwegian holiday,6.5,1985
tt29233535,tvMovie,Holiday Road,Holiday Road,0,2023,84,"Drama,Romance",holiday road,7.2,1237
tt29258080,tvMovie,Under the Christmas Sky,Under the Christmas Sky,0,2023,85,"Comedy,Drama,Romance",under the christmas sky,5.9,675
tt29270965,tvMovie,Journey to Christmas,Journey to Christmas,0,2023,,"Drama,Family,Romance",journey to christmas,6.7,383
tt2928084,movie,Christmas Rose,Sing dan mooi gwai,0,2013,90,"Crime,Drama,Mystery",christmas rose,5.9,457
tt29312035,tvMovie,Mom's Christmas Boyfriend,Mom's Christmas Boyfriend,0,2023,,Romance,moms christmas boyfriend,6.1,164
tt29353026,tvMovie,My Christmas Guide,My Christmas Guide,0,2023,84,Romance,my christmas guide,7.2,947
tt29378386,tvMovie,Christmas Island,Christmas Island,0,2023,84,Romance,christmas island,6.7,1255
tt29379064,tvMovie,Ladies of the '80s: A Divas Christmas,Ladies of the '80s: A Divas Christmas,0,2023,85,"Comedy,Drama,Family",ladies of the 80s a divas christmas,5.6,361
tt29381734,tvMovie,Christmas Island,Christmas Island,0,2023,,Romance,christmas island,8.0,27
tt29392874,tvMovie,Christmas by Design,Christmas by Design,0,2023,84,"Comedy,Drama,Romance",christmas by design,6.1,718
tt29426286,tvMovie,Our Christmas Wedding,Our Christmas Wedding,0,2023,,Romance,our christmas wedding,4.8,187
tt29483952,movie,Destined 2: Christmas Once More,Destined 2: Christmas Once More,0,2023,,Family,destined 2 christmas once more,6.6,295
tt29484424,tvMovie,Bringing Christmas Home,Bringing Christmas Home,0,2023,,Drama,bringing christmas home,7.2,473
tt29499132,tvMovie,Navigating Christmas,Navigating Christmas,0,2023,84,"Comedy,Drama,Romance",navigating christmas,6.4,868
tt29499210,tvMovie,Holiday Hotline,Holiday Hotline,0,2023,84,Romance,holiday hotline,6.8,1089
tt29513309,tvMovie,Our Christmas Mural,Our Christmas Mural,0,2023,84,"Comedy,Drama,Romance",our christmas mural,6.1,588
tt29513328,tvMovie,Time for Her to Come Home for Christmas,Time for Her to Come Home for Christmas,0,2023,84,"Drama,Romance",time for her to come home for christmas,6.5,645
tt29520836,tvMovie,Everything Christmas,Everything Christmas,0,2023,85,Romance,everything christmas,6.0,772
tt29521467,tvMovie,A Cowboy Christmas Romance,A Cowboy Christmas Romance,0,2023,85,Romance,a cowboy christmas romance,6.7,356
tt29536228,movie,EXmas,EXmas,0,2023,93,Comedy,exmas,5.7,4726
tt2955096,movie,Happy Christmas,Happy Christmas,0,2014,82,"Comedy,Drama",happy christmas,5.4,8834
tt29551083,movie,Christmas with the Chosen: Holy Night,Christmas with the Chosen: Holy Night,0,2023,125,Music,christmas with the chosen holy night,7.2,257
tt29552165,tvMovie,"Yes, Chef! Christmas","Yes, Chef! Christmas",0,2023,,Comedy,yes chef christmas,6.2,249
tt29593677,tvMovie,A Not So Royal Christmas,A Not So Royal Christmas,0,2023,84,Romance,a not so royal christmas,6.1,743
tt29593706,tvMovie,Christmas with a Kiss,Christmas with a Kiss,0,2023,,Romance,christmas with a kiss,5.8,429
tt29623945,tvMovie,Christmas Revisited,Christmas Revisited,0,2023,90,Romance,christmas revisited,5.7,26
tt29624046,tvMovie,A Christmas Serenade,A Christmas Serenade,0,2023,,Romance,a christmas serenade,5.8,102
tt29624253,tvMovie,Christmas of Yes,Christmas of Yes,0,2023,84,Romance,christmas of yes,6.0,154
tt29628639,tvMovie,The Christmas Detective,The Christmas Detective,0,2023,90,Mystery,the christmas detective,6.6,102
tt2964654,tvMovie,Finding Christmas,Finding Christmas,0,2013,87,"Drama,Romance",finding christmas,6.4,2093
tt2966312,tvMovie,Christmas Eve Dinner,La nuit du réveillon,0,2011,90,"Crime,Drama,Thriller",christmas eve dinner,5.8,44
tt29684873,tvMovie,Friends & Family Christmas,Friends & Family Christmas,0,2023,90,Romance,friends  family christmas,6.3,1072
tt29721553,tvMovie,Strawberry Shortcake's Perfect Holiday,Strawberry Shortcake's Perfect Holiday,0,2023,45,Family,strawberry shortcakes perfect holiday,7.1,19
tt2979338,movie,Tin Holiday,Tin Holiday,0,2018,90,"Adventure,Comedy,Drama",tin holiday,7.9,28
tt29896146,tvMovie,Christmas Keepsake,Christmas Keepsake,0,2023,,Romance,christmas keepsake,6.3,439
tt2990140,movie,The Christmas Chronicles,The Christmas Chronicles,0,2018,104,"Adventure,Comedy,Family",the christmas chronicles,7.0,82886
tt29904237,movie,Merry Mystery Christmas,Merry Mystery Christmas,0,2023,84,Romance,merry mystery christmas,6.3,68
tt2993674,tvMovie,Christmas on the Bayou,Christmas on the Bayou,0,2013,86,"Drama,Romance",christmas on the bayou,6.2,1466
tt29961072,movie,Dealing with Christmas,Un stupéfiant Noël,0,2023,94,Comedy,dealing with christmas,5.6,399
tt3003470,movie,Christmas for a Dollar,Christmas for a Dollar,0,2013,101,"Drama,Family",christmas for a dollar,7.0,701
tt3004544,tvMovie,Pete's Christmas,Pete's Christmas,0,2013,86,"Comedy,Drama,Family",petes christmas,6.0,2028
tt3004720,tvMovie,Coming Home for Christmas,Coming Home for Christmas,0,2013,87,Family,coming home for christmas,5.7,861
tt30056935,movie,A Very Special Christmas Show,A Very Special Christmas Show,0,2023,50,Comedy,a very special christmas show,8.7,11
tt3012526,movie,A Very Larry Christmas,A Very Larry Christmas,0,2013,82,Comedy,a very larry christmas,6.3,48
tt3015110,tvMovie,Christmas in the City,Christmas in the City,0,2013,87,"Comedy,Drama,Family",christmas in the city,5.7,1651
tt3019796,movie,Nicholas on Holiday,Les vacances du petit Nicolas,0,2014,97,"Comedy,Family",nicholas on holiday,6.2,3435
tt30211579,video,Vinnie Jones joins World of Tanks for Holiday Ops!,Vinnie Jones joins World of Tanks for Holiday Ops!,0,2023,5,"Comedy,Short,War",vinnie jones joins world of tanks for holiday ops,8.5,12
tt30223562,movie,12 Games of Christmas,12 Games of Christmas,0,2023,,"Adventure,Comedy,Romance",12 games of christmas,4.8,127
tt3025744,movie,Wings of Christmas,Krídla Vánoc,0,2013,110,"Drama,Romance",wings of christmas,5.9,188
tt3042886,movie,Christmas Ride,Christmas Ride,0,2013,108,"Comedy,Drama,Family",christmas ride,6.2,22
tt3043594,tvMovie,Kristin's Christmas Past,Kristin's Christmas Past,0,2013,86,"Adventure,Comedy,Family",kristins christmas past,6.2,1275
tt3059826,video,Electric Holiday,Electric Holiday,0,2012,5,"Animation,Short",electric holiday,5.5,44
tt3068466,tvMovie,Christmas Belle,Christmas Belle,0,2013,85,"Drama,Family,Romance",christmas belle,5.1,2121
tt3072182,tvMovie,Christmas in Conway,Christmas in Conway,0,2013,97,"Drama,Romance",christmas in conway,6.7,2079
tt3074118,movie,Christmas Tears,Christmas Tears,0,2014,77,"Drama,Family,Fantasy",christmas tears,6.5,16
tt3076718,tvMovie,A Country Christmas Story,A Country Christmas Story,0,2013,120,"Drama,Family,Musical",a country christmas story,6.3,680
tt3101386,tvMovie,The Christmas Spirit,The Christmas Spirit,0,2013,84,"Comedy,Drama,Romance",the christmas spirit,5.8,1062
tt3118746,tvMovie,A Snow Globe Christmas,A Snow Globe Christmas,0,2013,89,"Comedy,Drama,Family",a snow globe christmas,5.4,1302
tt3120508,video,Alone for Christmas,Alone for Christmas,0,2013,87,"Action,Comedy,Family",alone for christmas,3.3,785
tt3131532,tvMovie,Catch a Christmas Star,Catch a Christmas Star,0,2013,84,"Comedy,Drama,Family",catch a christmas star,6.2,1914
tt3138040,video,Scooby-Doo: 13 Spooky Tales - Holiday Chills and Thrills,Scooby-Doo: 13 Spooky Tales - Holiday Chills and Thrills,0,2012,286,"Animation,Comedy,Family",scoobydoo 13 spooky tales  holiday chills and thrills,7.6,98
tt3162180,movie,6 Hours to Christmas,6 Hours to Christmas,0,2010,128,Drama,6 hours to christmas,5.8,11
tt3169000,tvMovie,Hats Off to Christmas!,Hats Off to Christmas!,0,2013,85,"Drama,Romance",hats off to christmas,5.9,1935
tt3188768,movie,Holidays in the Sun,Atomski zdesna,0,2014,94,Drama,holidays in the sun,5.6,1070
tt3207076,video,VeggieTales: Merry Larry and the True Light of Christmas,VeggieTales: Merry Larry and the True Light of Christmas,0,2013,46,"Animation,Comedy,Family",veggietales merry larry and the true light of christmas,6.9,97
tt3210376,tvMovie,Holiday Road Trip,Holiday Road Trip,0,2013,88,"Comedy,Drama,Romance",holiday road trip,5.3,643
tt3210602,tvMovie,All I Want for Christmas,All I Want for Christmas,0,2013,92,"Comedy,Family",all i want for christmas,5.2,741
tt3226430,movie,A Christmas Wedding,A Christmas Wedding,0,2013,80,Comedy,a christmas wedding,4.0,70
tt3238996,movie,A Wonderful Christmas Time,A Wonderful Christmas Time,0,2014,85,Comedy,a wonderful christmas time,5.5,130
tt3255590,movie,El Camino Christmas,El Camino Christmas,0,2017,89,"Comedy,Crime,Western",el camino christmas,5.7,10696
tt3256812,movie,A Belle for Christmas,A Belle for Christmas,0,2014,91,"Comedy,Drama,Family",a belle for christmas,4.7,567
tt3268828,tvMovie,Lady Gaga & the Muppets' Holiday Spectacular,Lady Gaga & the Muppets' Holiday Spectacular,0,2013,90,"Comedy,Family,Music",lady gaga  the muppets holiday spectacular,5.2,652
tt3270636,movie,Headed South for Christmas,Headed South for Christmas,0,2013,64,Comedy,headed south for christmas,6.3,83
tt3274632,tvMovie,Guess Who's Coming to Christmas,Guess Who's Coming to Christmas,0,2013,90,"Comedy,Romance",guess whos coming to christmas,5.8,865
tt3289944,tvMovie,The Christmas Ornament,The Christmas Ornament,0,2013,83,Romance,the christmas ornament,6.8,2185
tt3294206,movie,Casper and Emma's Wonderful Christmas,Karsten og Petras vidunderlige jul,0,2014,73,Family,casper and emmas wonderful christmas,5.7,121
tt3294662,tvMovie,Mouse and Mole at Christmas Time,Mouse and Mole at Christmas Time,0,2013,28,"Animation,Family",mouse and mole at christmas time,6.5,52
tt3302348,movie,The Christmas Colt,The Christmas Colt,0,2013,85,"Drama,Family",the christmas colt,3.7,81
tt3307848,video,It's a Hi-5 Christmas,It's a Hi-5 Christmas,0,2005,54,Family,its a hi5 christmas,7.6,13
tt3326892,movie,Christmas in Hollywood,Christmas in Hollywood,0,2014,85,Adventure,christmas in hollywood,4.5,54
tt3327140,tvMovie,A Christmas Blessing,A Christmas Blessing,0,2013,,Drama,a christmas blessing,6.9,230
tt3328510,video,Scooby-Doo! Haunted Holidays,Scooby-Doo! Haunted Holidays,0,2012,22,"Adventure,Animation,Comedy",scoobydoo haunted holidays,6.7,889
tt3338444,movie,Dollywood's a Christmas Carol,Dollywood's a Christmas Carol,0,2013,45,Musical,dollywoods a christmas carol,7.1,34
tt3341268,tvMovie,The Twelve Trees of Christmas,The Twelve Trees of Christmas,0,2013,87,"Drama,Family,Mystery",the twelve trees of christmas,5.8,934
tt3361702,tvMovie,All I Want for Christmas,All I Want for Christmas,0,2014,86,"Comedy,Family",all i want for christmas,5.0,140
tt3395648,movie,Christmas at Rosemont,Rosemont,0,2015,95,Drama,christmas at rosemont,6.7,913
tt3396114,movie,The Christmas Trap,Christmas in the Heartland,0,2018,112,"Comedy,Drama,Family",the christmas trap,5.8,1647
tt3407630,movie,Dismembering Christmas,Dismembering Christmas,0,2015,74,Horror,dismembering christmas,4.1,228
tt3409640,movie,Christmas Cruelty!,O'Hellige Jul!,0,2013,96,Horror,christmas cruelty,4.5,308
tt3438088,tvMovie,Greatest Ever Christmas Movies,Greatest Ever Christmas Movies,0,2013,165,Documentary,greatest ever christmas movies,5.8,21
tt3449158,video,Jubilee and Elmer Holiday Adventures: Special Edition,Jubilee and Elmer Holiday Adventures: Special Edition,0,2013,29,"Animation,Short",jubilee and elmer holiday adventures special edition,9.0,22
tt3458194,tvMovie,Marry Me for Christmas,Marry Me for Christmas,0,2013,120,"Comedy,Romance",marry me for christmas,5.4,382
tt3482032,movie,Christmas with the Karountzoses,Christmas with the Karountzoses,0,2015,110,Comedy,christmas with the karountzoses,5.0,117
tt3493870,movie,Family Holiday,Vacaciones en Familia,0,2014,90,Drama,family holiday,5.3,69
tt3503454,movie,Christmas All Over Again,Christmas All Over Again,0,2016,78,"Comedy,Family",christmas all over again,3.7,325
tt3509662,movie,Holiday,Feriado,0,2014,82,Drama,holiday,5.8,430
tt3545504,movie,The Christmas King: In Full Armor,Julekongen,0,2015,93,"Adventure,Family,Fantasy",the christmas king in full armor,5.3,273
tt3562266,movie,Christmas in Palm Springs,Christmas in Palm Springs,0,2014,84,Comedy,christmas in palm springs,5.0,498
tt3579250,tvMovie,The Tree That Saved Christmas,The Tree That Saved Christmas,0,2014,88,"Drama,Romance",the tree that saved christmas,6.1,1257
tt3579698,movie,12 Dog Days Till Christmas,12 Dog Days of Christmas,0,2014,90,"Comedy,Drama,Family",12 dog days till christmas,4.7,557
tt3596436,movie,Home for Christmas,Home for Christmas,0,2014,102,"Comedy,Romance",home for christmas,5.5,359
tt3626180,tvMovie,The Christmas Secret,The Christmas Secret,0,2014,86,"Drama,Family,Romance",the christmas secret,7.3,3829
tt3683386,movie,The Borrowed Christmas,The Borrowed Christmas,0,2014,95,"Drama,Family",the borrowed christmas,4.1,210
tt3688406,movie,A Christmas Horror Story,A Christmas Horror Story,0,2015,99,"Fantasy,Horror,Mystery",a christmas horror story,5.8,12376
tt3703148,movie,Christmas Eve,Christmas Eve,0,2015,95,Comedy,christmas eve,5.0,2822
tt3725224,tvMovie,One Christmas Eve,One Christmas Eve,0,2014,86,"Comedy,Drama,Family",one christmas eve,6.1,1635
tt3783740,movie,Christmas Wedding Baby,Christmas Wedding Baby,0,2014,112,"Comedy,Drama,Family",christmas wedding baby,6.0,75
tt3786326,movie,The Christmas Switch,The Christmas Switch,0,2014,97,"Family,Fantasy",the christmas switch,5.4,427
tt3801438,tvMovie,Grumpy Cat's Worst Christmas Ever,Grumpy Cat's Worst Christmas Ever,0,2014,87,"Action,Adventure,Comedy",grumpy cats worst christmas ever,5.0,2653
tt3812404,tvMovie,Tom and Jerry Christmas Special,Tom and Jerry Christmas Special,0,1987,60,Animation,tom and jerry christmas special,6.9,20
tt3875310,movie,Kidnap - Bo's Most Exciting Holiday Ever,Kidnep,0,2015,87,"Adventure,Family",kidnap  bos most exciting holiday ever,6.5,222
tt3889642,tvMovie,The Nine Lives of Christmas,The Nine Lives of Christmas,0,2014,86,"Comedy,Drama,Family",the nine lives of christmas,7.2,4472
tt3894188,movie,"Christmas, Again","Christmas, Again",0,2014,80,"Drama,Romance",christmas again,6.6,1213
tt3902554,video,kiss×sis: Christmas for Two,Kissxsis OVA 2: Futari de kurisumasu,0,2009,25,"Animation,Comedy,Romance",kiss×sis christmas for two,6.3,115
tt3915160,tvMovie,Correcting Christmas,Correcting Christmas,0,2014,86,"Drama,Fantasy,Romance",correcting christmas,5.6,1284
tt3917316,movie,Barcelona Christmas Night,"Barcelona, nit d'hivern",0,2015,95,Romance,barcelona christmas night,6.4,1032
tt3918686,movie,The Christmas Dragon,The Christmas Dragon,0,2014,106,"Adventure,Drama,Fantasy",the christmas dragon,4.5,832
tt3922320,tvMovie,An En Vogue Christmas,An En Vogue Christmas,0,2014,86,Drama,an en vogue christmas,5.8,229
tt3952328,video,Thomas & Friends: The Christmas Engines,Thomas & Friends: The Christmas Engines,0,2014,60,"Animation,Family",thomas  friends the christmas engines,5.9,30
tt3961102,tvMovie,O. Henry's Christmas,O. Henry's Christmas,0,1996,85,Drama,o henrys christmas,5.4,13
tt3970280,movie,A Magic Christmas,A Magic Christmas,0,2014,80,Family,a magic christmas,5.1,250
tt3991066,movie,A Dogwalker's Christmas Tale,A Dogwalker's Christmas Tale,0,2015,86,"Comedy,Drama,Family",a dogwalkers christmas tale,5.1,1658
tt3993802,tvMovie,Christmas Icetastrophe,Christmas Icetastrophe,0,2014,86,"Action,Adventure,Drama",christmas icetastrophe,3.8,1604
tt4001526,movie,The Wizard's Christmas: Return of the Snow King,The Wizard's Christmas: Return of the Snow King,0,2016,80,Animation,the wizards christmas return of the snow king,5.2,41
tt4009460,movie,Kirk Cameron's Saving Christmas,Saving Christmas,0,2014,79,"Comedy,Family",kirk camerons saving christmas,1.3,16687
tt4012254,tvMovie,A Cookie Cutter Christmas,A Cookie Cutter Christmas,0,2014,84,"Comedy,Romance",a cookie cutter christmas,5.9,2061
tt4049534,movie,Mule-Tide Christmas,Mule-Tide Christmas,0,2014,74,Animation,muletide christmas,4.0,35
tt4055734,video,Peppa Pig: Peppa's Christmas,Peppa Pig: Peppa's Christmas,0,2007,60,Animation,peppa pig peppas christmas,6.2,35
tt4057146,movie,I'll Be Next Door for Christmas,I'll Be Next Door for Christmas,0,2018,100,"Comedy,Family",ill be next door for christmas,5.0,809
tt4065316,tvMovie,Best Christmas Party Ever,Best Christmas Party Ever,0,2014,84,"Comedy,Drama,Romance",best christmas party ever,6.3,2055
tt4065324,tvMovie,The Christmas Parade,The Christmas Parade,0,2014,85,"Comedy,Drama,Family",the christmas parade,5.9,1479
tt4065336,tvMovie,"Signed, Sealed, Delivered for Christmas","Signed, Sealed, Delivered for Christmas",0,2014,84,"Drama,Mystery,Romance",signed sealed delivered for christmas,7.5,1606
tt4067684,movie,A Christmas to Remember,A Christmas to Remember,0,2015,94,"Comedy,Drama,Family",a christmas to remember,5.4,72
tt4076824,movie,Beverly Hills Christmas,Beverly Hills Christmas,0,2015,86,Family,beverly hills christmas,3.1,536
tt4084042,movie,Dad's Holiday,Baba de jiaqi,0,2015,,Comedy,dads holiday,4.5,43
tt4105700,movie,Holiday Breakup,Holiday Breakup,0,2016,88,"Comedy,Romance",holiday breakup,4.4,626
tt4159212,tvMovie,One Starry Christmas,One Starry Christmas,0,2014,83,"Comedy,Drama,Romance",one starry christmas,6.5,2323
tt4177742,tvMovie,Christmas at Cartwright's,Christmas at Cartwright's,0,2014,84,"Comedy,Drama,Family",christmas at cartwrights,6.3,2109
tt4179824,tvMovie,A Christmas Mystery,A Christmas Mystery,0,2014,88,"Drama,Mystery,Romance",a christmas mystery,4.9,609
tt4180032,tvMovie,Christmas Under Wraps,Christmas Under Wraps,0,2014,88,"Comedy,Drama,Romance",christmas under wraps,6.2,6204
tt4194954,movie,Home Before the Holiday,Home Before the Holiday,0,2017,45,"Adventure,Comedy,Family",home before the holiday,8.4,12
tt4200996,tvMovie,A Christmas Tail,Christmas Tail,0,2014,87,Family,a christmas tail,5.2,394
tt4222522,tvMovie,The Christmas Shepherd,The Christmas Shepherd,0,2014,84,"Drama,Romance",the christmas shepherd,6.7,1356
tt4227386,movie,The Christmas Family,Familien Jul,0,2014,90,"Comedy,Family,Fantasy",the christmas family,4.9,204
tt4228832,movie,Keith Lowell Jensen: Atheist Christmas,Keith Lowell Jensen: Atheist Christmas,0,2014,58,Comedy,keith lowell jensen atheist christmas,7.9,19
tt4248606,tvMovie,Second Chance Christmas,Second Chance Christmas,0,2014,90,"Drama,Family",second chance christmas,6.9,211
tt4264544,tvMovie,Marry Us for Christmas,Marry Us for Christmas,0,2014,90,Comedy,marry us for christmas,5.4,194
tt4270254,movie,Red Christmas,Red Christmas,0,2014,60,Horror,red christmas,4.7,46
tt4276834,tvMovie,A Perfect Christmas List,A Perfect Christmas List,0,2014,88,"Comedy,Drama,Family",a perfect christmas list,5.6,1247
tt4280430,tvMovie,A Christmas Kiss II,A Christmas Kiss II,0,2014,88,"Comedy,Romance",a christmas kiss ii,5.9,2198
tt4305318,tvMovie,A Christmas Dream,A Christmas Dream,0,1984,60,Family,a christmas dream,4.8,36
tt4321264,movie,Renfroe's Christmas,Renfroe's Christmas,0,1997,72,"Drama,Family",renfroes christmas,4.5,28
tt4387314,movie,A Christmas Carol,A Christmas Carol,0,2018,75,Fantasy,a christmas carol,4.1,403
tt4419364,movie,Holidays,Holidays,0,2016,105,"Fantasy,Horror,Mystery",holidays,5.1,11800
tt4434688,tvMovie,The Spirit of Christmas,The Spirit of Christmas,0,2015,91,"Drama,Mystery,Romance",the spirit of christmas,6.4,7858
tt4453560,movie,A Horse for Christmas,Running Forever,0,2015,88,Family,a horse for christmas,5.1,65
tt4464242,video,Celtic Woman: Home for Christmas - Live from Dublin,Celtic Woman: Home for Christmas - Live from Dublin,0,2012,74,Music,celtic woman home for christmas  live from dublin,8.6,16
tt4515428,video,A Christmas Miracle: The Making of a Charlie Brown Christmas,A Christmas Miracle: The Making of a Charlie Brown Christmas,0,2008,16,"Documentary,Short",a christmas miracle the making of a charlie brown christmas,7.0,34
tt4558194,video,Christmas Trade,Christmas Trade,0,2015,99,"Comedy,Family",christmas trade,4.9,598
tt4587740,tvMovie,A Christmas Melody,A Christmas Melody,0,2015,83,"Comedy,Music,Romance",a christmas melody,6.0,2426
tt4591840,movie,A Christmas Star,A Christmas Star,0,2017,82,Family,a christmas star,5.1,2046
tt4648986,tvMovie,A Prince for Christmas,Small Town Prince,0,2015,87,"Comedy,Drama,Romance",a prince for christmas,6.0,2081
tt4649416,movie,Almost Christmas,Almost Christmas,0,2016,111,"Comedy,Drama,Romance",almost christmas,6.1,7804
tt4675324,movie,The Christmas Reunion,The Christmas Reunion,0,2016,96,"Drama,Family",the christmas reunion,5.3,52
tt4677298,movie,Christmas Dreams,Christmas Dreams,0,2015,80,"Adventure,Comedy,Family",christmas dreams,5.4,83
tt4690134,movie,A Christmas Eve Miracle,A Christmas Eve Miracle,0,2015,80,"Comedy,Family",a christmas eve miracle,3.7,354
tt4700190,movie,Wish for Christmas,Wish for Christmas,0,2016,96,"Drama,Family",wish for christmas,4.9,967
tt4760804,tvMovie,Dogstar: Christmas in Space,Dogstar: Christmas in Space,0,2016,93,Animation,dogstar christmas in space,7.4,30
tt4766018,tvMovie,Family for Christmas,Family for Christmas,0,2015,85,"Drama,Family,Fantasy",family for christmas,6.2,2608
